City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
556,Jabinyanah,TN,64.2,clear sky,35.035,10.9081,maison belmabrouk
557,Gewane,ET,80.26,clear sky,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
558,Dzilam Gonzalez,MX,73.04,light rain,21.2833,-88.9333,posadas
559,Ravar,IR,69.51,clear sky,31.2656,56.8055,computertik
560,Trebinje,BA,62.94,clear sky,42.7119,18.3442,Hotel Aćimović
563,Bantou,CN,78.73,scattered clouds,26.2151,117.4893,
564,Cortes,ES,64.45,overcast clouds,41.9395,-1.4396,Rincon de bu
568,Yeppoon,AU,73.18,light rain,-23.1333,150.7333,Villa Mar Colina
570,Gragnano,IT,67.71,clear sky,40.6956,14.5123,Hotel Stabia
571,Kaita,JP,69.35,clear sky,34.3667,132.55,Kaita Central Hotel
576,Nageshwari,BD,80.35,scattered clouds,25.9377,89.7148,Khokon Villa
577,Touros,BR,76.28,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
580,Knysna,ZA,62.67,scattered clouds,-34.0363,23.0471,Protea by Marriott Hotel Knysna Quays
582,Sur,OM,85.59,broken clouds,22.5667,59.5289,Sur Plaza Hotel
584,Golaghat,IN,77.14,few clouds,26.5167,93.9667,Golaghat Gymkhana
586,Jalu,LY,69.3,broken clouds,29.0331,21.5482,صاحبة الفخامة
587,Podor,MR,84.18,clear sky,16.6527,-14.9587,Auberge Du Tékrour
588,Funadhoo,MV,80.22,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
589,Ixtapa,MX,79.83,scattered clouds,20.7,-105.2,hotel la terminal
590,Sanger,US,76.8,clear sky,36.708,-119.556,Townhouse Motel
591,Cockburn Town,TC,82.6,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
592,Jimeta,NG,76.32,light rain,9.2833,12.4667,Yola International Hotel
593,Ishinomaki,JP,68.0,clear sky,38.4167,141.3,Ishinomaki Grand Hotel
595,Liyang,CN,73.29,few clouds,29.7057,118.2862,Hui Boutique Hotel
596,Swan Hill,AU,71.62,moderate rain,-35.3378,143.5544,Lazy River Motor Inn
597,Bellary,IN,80.53,scattered clouds,15.15,76.9333,Hotel Pawan
599,Sabla,NG,75.76,scattered clouds,12.7525,4.7077,
600,Muriae,BR,69.93,overcast clouds,-21.1306,-42.3664,Premium Plaza Hotel
601,Kahului,US,80.62,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
602,Tena,EC,69.01,overcast clouds,-0.9833,-77.8167,Hostal Tena Ñaui
603,Takahagi,JP,68.09,clear sky,36.7167,140.7167,Matsushimakan
604,Alcudia,ES,68.68,overcast clouds,39.8532,3.1214,Zafiro Tropic
605,Port Antonio,JM,82.31,broken clouds,18.18,-76.4612,The Trident Hotel
610,Tefe,BR,74.19,overcast clouds,-3.3542,-64.7114,Aracati Hotel
611,Bagotville,AU,67.05,overcast clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
612,Cururupu,BR,76.93,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
613,Qingquan,CN,71.65,overcast clouds,30.4511,115.2559,Caiyuan Hotel
614,Hambantota,LK,88.14,overcast clouds,6.1241,81.1185,Bungalow 63
615,Santana,BR,82.58,broken clouds,-0.0583,-51.1817,Porto Santana
617,Shangqiu,CN,69.21,broken clouds,34.45,115.65,Thank Inn Chain Hotel henan shangqiu railway station ticket shop
618,Port Macquarie,AU,66.88,light rain,-31.4333,152.9167,Rydges Port Macquarie
619,Progreso,MX,75.31,light rain,21.2833,-89.6667,Playa Linda Hotel
621,Hirara,JP,82.26,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
624,King City,US,77.47,overcast clouds,36.2127,-121.126,Days Inn by Wyndham King City
627,Broken Hill,AU,76.05,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
628,Guanare,VE,72.19,few clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
629,Roquetas De Mar,ES,70.61,overcast clouds,36.7642,-2.6148,Mediterráneo Bay Hotel and Resort
633,Caxito,AO,76.21,overcast clouds,-8.5785,13.6643,
636,Wuda,CN,62.46,overcast clouds,39.4994,106.7117,Grape Sightseeing Garden
637,Marrakesh,MA,68.07,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
638,Vertientes,CU,74.01,broken clouds,21.2594,-78.1464,
640,Namatanai,PG,86.0,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
646,Pizarro,CO,75.34,light rain,4.9533,-77.366,Hotel Limonar
649,Sinnai,IT,61.47,mist,39.3042,9.2036,La Rosa Dei Venti Sardinya
650,Peniche,PT,66.11,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
651,Belo Oriente,BR,74.95,broken clouds,-19.22,-42.4836,Hotel Dona Fia
652,Pahrump,US,70.25,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
653,Qui Nhon,VN,81.0,overcast clouds,13.7667,109.2333,Seagull Hotel
654,Wanning,CN,77.58,overcast clouds,18.8003,110.3967,Paradise Hotel
655,Akyab,MM,84.11,clear sky,20.15,92.9,ဟိုတယ် မန်မိုရီ
656,Kiunga,PG,83.77,broken clouds,-6.1219,141.2906,Airport Lodge Kiunga
658,Ceres,US,76.05,clear sky,37.5949,-120.9577,Howard Johnson by Wyndham Modesto Ceres
659,Kudahuvadhoo,MV,81.64,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
660,Veracruz,MX,66.81,overcast clouds,19.3333,-96.6667,El Carrizal
661,Kidal,ML,75.88,overcast clouds,18.4411,1.4078,
662,Macau,MO,84.85,few clouds,22.2006,113.5461,Grand Emperor Hotel
664,Voh,NC,76.08,broken clouds,-20.9667,164.7,Le gîte du Koniambo
666,Vao,NC,70.9,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
670,Paragominas,BR,72.03,scattered clouds,-2.9667,-47.4833,INOVA
671,Campoverde,PE,76.69,overcast clouds,-8.4753,-74.8058,Hospedaje Coral's
673,Lata,PT,60.08,few clouds,40.1629,-8.3327,Terraços da Beira
674,Manta,EC,69.58,overcast clouds,-0.95,-80.7333,Balandra Hotel
675,Humaita,BR,73.71,light rain,-7.5061,-63.0208,Corrêa Hotel
676,Sundargarh,IN,78.69,clear sky,22.1167,84.0333,Sankara City
678,Pinotepa Nacional,MX,71.47,overcast clouds,16.3167,-98.0167,Hotel Maria Del Carmen
680,Hurghada,EG,75.24,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
681,Dzaoudzi,YT,76.89,clear sky,-12.7887,45.2699,Le Rocher
682,Buraydah,SA,63.05,clear sky,26.326,43.975,Mövenpick Qassim
684,Sattahip,TH,86.99,haze,12.6664,100.9007,Pob Choke Residences ( พบโชคเรดซิเด้นท์ )
685,Lormi,IN,78.44,clear sky,22.2833,81.7333,suresh Kumar Porte
